plotID,siteID,eventID,year,plotType,totalSampledAreaTrees,n_tree_stems,n_mapped,frac_stems_unmapped,coverage_ok,agb_mg_ha
NIWO_051,NIWO,vst_NIWO_2019,2019,tower,400.0,54,54,0.0,True,34.548509511803864
NIWO_051,NIWO,vst_NIWO_2020,2020,tower,400.0,55,55,0.0,True,36.45376364720179
NIWO_051,NIWO,vst_NIWO_2021,2021,tower,400.0,55,55,0.0,True,36.779839857236134
NIWO_051,NIWO,vst_NIWO_2022,2022,tower,400.0,59,59,0.0,True,37.98250181647321
NIWO_051,NIWO,vst_NIWO_2023,2023,tower,400.0,55,55,0.0,True,38.11842948227566
NIWO_051,NIWO,vst_NIWO_2024,2024,tower,400.0,55,55,0.0,True,38.46269357937758
NIWO_051,NIWO,vst_NIWO_2025,2025,tower,400.0,53,53,0.0,True,38.1128406265005
NIWO_057,NIWO,vst_NIWO_2015,2015,tower,400.0,70,70,0.0,True,129.77563387356037
NIWO_057,NIWO,vst_NIWO_2016,2016,tower,400.0,64,64,0.0,True,120.44314119320715
NIWO_057,NIWO,vst_NIWO_2019,2019,tower,400.0,7,7,0.0,True,40.81903575800193
NIWO_057,NIWO,vst_NIWO_2022,2022,tower,400.0,65,65,0.0,True,162.39203635278577
NIWO_058,NIWO,vst_NIWO_2015,2015,tower,400.0,3,3,0.0,True,1.87267123568733
NIWO_058,NIWO,vst_NIWO_2016,2016,tower,400.0,4,4,0.0,True,1.8816661148402132
NIWO_058,NIWO,vst_NIWO_2022,2022,tower,400.0,64,64,0.0,True,11.528988221134446
NIWO_059,NIWO,vst_NIWO_2015,2015,tower,400.0,1,1,0.0,True,0.005428538750582685
NIWO_059,NIWO,vst_NIWO_2016,2016,tower,400.0,1,1,0.0,True,0.012573058859880498
NIWO_059,NIWO,vst_NIWO_2022,2022,tower,400.0,9,9,0.0,True,0.21002825417784035
NIWO_061,NIWO,vst_NIWO_2015,2015,tower,400.0,69,69,0.0,True,102.647306893138
NIWO_061,NIWO,vst_NIWO_2016,2016,tower,400.0,73,73,0.0,True,105.16921717770333
NIWO_061,NIWO,vst_NIWO_2019,2019,tower,400.0,7,7,0.0,True,24.679383701473796
NIWO_061,NIWO,vst_NIWO_2022,2022,tower,400.0,81,81,0.0,True,136.80480019651455
NIWO_062,NIWO,vst_NIWO_2022,2022,tower,400.0,4,4,0.0,True,0.06513562510745914
NIWO_063,NIWO,vst_NIWO_2015,2015,tower,400.0,7,7,0.0,True,1.7401864968849865
NIWO_063,NIWO,vst_NIWO_2016,2016,tower,400.0,8,8,0.0,True,1.8521248116058313
NIWO_064,NIWO,vst_NIWO_2015,2015,tower,400.0,35,35,0.0,True,55.247487106127835
NIWO_064,NIWO,vst_NIWO_2016,2016,tower,400.0,38,38,0.0,True,58.013526397185565
NIWO_064,NIWO,vst_NIWO_2019,2019,tower,400.0,5,5,0.0,True,29.896235509573803
NIWO_067,NIWO,vst_NIWO_2015,2015,tower,400.0,46,46,0.0,True,11.825449480551764
NIWO_067,NIWO,vst_NIWO_2016,2016,tower,400.0,57,57,0.0,True,16.439689231433036
ORNL_001,ORNL,vst_ORNL_2015,2015,distributed,800.0,56,53,0.0535714285714286,True,92.17405061303617
ORNL_001,ORNL,vst_ORNL_2017,2017,distributed,400.0,52,50,0.038461538461538436,True,216.84612162214808
ORNL_001,ORNL,vst_ORNL_2020,2020,distributed,400.0,58,57,0.017241379310344862,True,234.38991644705936
ORNL_001,ORNL,vst_ORNL_2025,2025,distributed,400.0,53,52,0.018867924528301883,True,263.68454046885796
ORNL_002,ORNL,vst_ORNL_2015,2015,distributed,800.0,53,53,0.0,True,84.14142652075108
ORNL_002,ORNL,vst_ORNL_2017,2017,distributed,400.0,49,49,0.0,True,174.88723509065227
ORNL_002,ORNL,vst_ORNL_2020,2020,distributed,400.0,46,46,0.0,True,174.04045610041126
ORNL_002,ORNL,vst_ORNL_2025,2025,distributed,400.0,46,46,0.0,True,188.63685862693282
ORNL_003,ORNL,vst_ORNL_2015,2015,distributed,800.0,51,50,0.019607843137254943,True,70.52206910404568
ORNL_003,ORNL,vst_ORNL_2017,2017,distributed,400.0,47,46,0.021276595744680882,True,103.45941322321079
ORNL_003,ORNL,vst_ORNL_2020,2020,distributed,400.0,49,49,0.0,True,113.75377760465518
ORNL_003,ORNL,vst_ORNL_2025,2025,distributed,400.0,71,71,0.0,True,130.90152429633534
ORNL_004,ORNL,vst_ORNL_2015,2015,distributed,800.0,36,36,0.0,True,115.42636555820123
ORNL_004,ORNL,vst_ORNL_2017,2017,distributed,400.0,34,34,0.0,True,239.67799049975747
ORNL_004,ORNL,vst_ORNL_2020,2020,distributed,400.0,32,32,0.0,True,248.28784406846714
ORNL_004,ORNL,vst_ORNL_2025,2025,distributed,400.0,31,31,0.0,True,267.38864659799157
ORNL_006,ORNL,vst_ORNL_2015,2015,distributed,800.0,62,62,0.0,True,87.43001080658176
ORNL_006,ORNL,vst_ORNL_2017,2017,distributed,400.0,64,64,0.0,True,199.79837092267277
ORNL_006,ORNL,vst_ORNL_2020,2020,distributed,400.0,59,59,0.0,True,196.98003843761984
ORNL_006,ORNL,vst_ORNL_2025,2025,distributed,400.0,58,58,0.0,True,211.21414120084543
ORNL_007,ORNL,vst_ORNL_2015,2015,distributed,800.0,32,27,0.15625,False,103.56804247001064
ORNL_007,ORNL,vst_ORNL_2017,2017,distributed,400.0,39,31,0.20512820512820518,False,210.23091305451626
ORNL_007,ORNL,vst_ORNL_2020,2020,distributed,400.0,47,39,0.17021276595744683,False,195.39720759498246
ORNL_007,ORNL,vst_ORNL_2025,2025,distributed,400.0,51,43,0.1568627450980392,False,223.24552421029563
ORNL_008,ORNL,vst_ORNL_2015,2015,distributed,800.0,40,40,0.0,True,69.63236372275084
ORNL_008,ORNL,vst_ORNL_2017,2017,distributed,400.0,39,39,0.0,True,151.1437740067174
ORNL_008,ORNL,vst_ORNL_2020,2020,distributed,400.0,39,39,0.0,True,153.858432123892
ORNL_008,ORNL,vst_ORNL_2025,2025,distributed,400.0,47,47,0.0,True,166.55781722613705
ORNL_009,ORNL,vst_ORNL_2015,2015,distributed,800.0,38,38,0.0,True,123.5954974495945
ORNL_009,ORNL,vst_ORNL_2017,2017,distributed,400.0,37,37,0.0,True,292.04619729801146
ORNL_009,ORNL,vst_ORNL_2020,2020,distributed,400.0,48,48,0.0,True,297.99382749974757
ORNL_009,ORNL,vst_ORNL_2025,2025,distributed,400.0,82,82,0.0,True,328.6096038023395
ORNL_010,ORNL,vst_ORNL_2015,2015,distributed,800.0,53,53,0.0,True,111.48955772050728
ORNL_010,ORNL,vst_ORNL_2017,2017,distributed,400.0,49,49,0.0,True,232.46298635730307
ORNL_010,ORNL,vst_ORNL_2020,2020,distributed,400.0,53,53,0.0,True,249.1865355308625
ORNL_010,ORNL,vst_ORNL_2025,2025,distributed,400.0,52,52,0.0,True,282.43585716189364
ORNL_012,ORNL,vst_ORNL_2015,2015,distributed,800.0,42,42,0.0,True,170.1258701413491
ORNL_012,ORNL,vst_ORNL_2017,2017,distributed,400.0,29,29,0.0,True,345.8294847412961
ORNL_012,ORNL,vst_ORNL_2025,2025,distributed,400.0,32,32,0.0,True,216.21086748286248
ORNL_014,ORNL,vst_ORNL_2015,2015,distributed,800.0,43,43,0.0,True,93.15660257718737
ORNL_014,ORNL,vst_ORNL_2017,2017,distributed,400.0,42,42,0.0,True,189.08007556284477
ORNL_014,ORNL,vst_ORNL_2025,2025,distributed,400.0,19,19,0.0,True,213.7644204545638
ORNL_015,ORNL,vst_ORNL_2025,2025,distributed,400.0,53,53,0.0,True,117.1286024517912
ORNL_017,ORNL,vst_ORNL_2025,2025,distributed,400.0,39,38,0.02564102564102566,True,281.11794169740347
ORNL_021,ORNL,vst_ORNL_2015,2015,distributed,800.0,13,5,0.6153846153846154,False,0.029085391521579598
ORNL_021,ORNL,vst_ORNL_2017,2017,distributed,400.0,1,1,0.0,True,0.00610659329240789
ORNL_021,ORNL,vst_ORNL_2025,2025,distributed,400.0,4,3,0.25,False,0.0536184425137633
ORNL_027,ORNL,vst_ORNL_2015,2015,distributed,800.0,38,21,0.4473684210526315,False,11.45069486390509
ORNL_027,ORNL,vst_ORNL_2017,2017,distributed,400.0,38,24,0.368421052631579,False,9.516270127083176
ORNL_027,ORNL,vst_ORNL_2020,2020,distributed,400.0,69,53,0.23188405797101452,False,10.401842002395407
ORNL_027,ORNL,vst_ORNL_2025,2025,distributed,400.0,61,46,0.24590163934426235,False,17.994040217033632
ORNL_029,ORNL,vst_ORNL_2015,2015,distributed,800.0,84,63,0.25,False,25.133102674206253
ORNL_029,ORNL,vst_ORNL_2017,2017,distributed,400.0,81,62,0.23456790123456794,False,54.772063868316955
ORNL_029,ORNL,vst_ORNL_2025,2025,distributed,400.0,64,45,0.296875,False,71.08845377653088
ORNL_031,ORNL,vst_ORNL_2017,2017,distributed,400.0,13,12,0.07692307692307687,True,0.07727738011826348
ORNL_032,ORNL,vst_ORNL_2015,2015,distributed,800.0,84,84,0.0,True,81.96439662794694
ORNL_032,ORNL,vst_ORNL_2017,2017,distributed,400.0,88,88,0.0,True,186.2456261819685
ORNL_033,ORNL,vst_ORNL_2015,2015,distributed,800.0,50,43,0.14,False,43.563436320884904
ORNL_033,ORNL,vst_ORNL_2017,2017,distributed,400.0,41,35,0.14634146341463417,False,92.55963308284838
ORNL_035,ORNL,vst_ORNL_2015,2015,distributed,800.0,108,104,0.03703703703703709,True,52.517038671894376
ORNL_035,ORNL,vst_ORNL_2017,2017,distributed,400.0,91,90,0.01098901098901095,True,110.2364088500944
ORNL_036,ORNL,vst_ORNL_2015,2015,tower,800.0,59,59,0.0,True,414.7133151583742
ORNL_036,ORNL,vst_ORNL_2016,2016,tower,800.0,64,64,0.0,True,402.3510985528296
ORNL_036,ORNL,vst_ORNL_2017,2017,tower,800.0,61,61,0.0,True,429.68295493814634
ORNL_036,ORNL,vst_ORNL_2018,2018,tower,800.0,63,63,0.0,True,441.943976575304
ORNL_036,ORNL,vst_ORNL_2019,2019,tower,800.0,60,60,0.0,True,449.0866197301683
ORNL_036,ORNL,vst_ORNL_2020,2020,tower,800.0,57,57,0.0,True,436.31616321939237
ORNL_036,ORNL,vst_ORNL_2023,2023,tower,800.0,56,56,0.0,True,381.77895637212714
ORNL_037,ORNL,vst_ORNL_2016,2016,tower,800.0,72,72,0.0,True,218.28481427615594
ORNL_037,ORNL,vst_ORNL_2017,2017,tower,800.0,73,73,0.0,True,224.53877121420265
ORNL_037,ORNL,vst_ORNL_2018,2018,tower,800.0,65,65,0.0,True,225.67302744197687
ORNL_037,ORNL,vst_ORNL_2019,2019,tower,800.0,70,70,0.0,True,239.06174871947562
ORNL_037,ORNL,vst_ORNL_2020,2020,tower,800.0,73,73,0.0,True,234.72106566315483
ORNL_037,ORNL,vst_ORNL_2023,2023,tower,800.0,80,80,0.0,True,257.04059079892335
ORNL_043,ORNL,vst_ORNL_2015,2015,tower,800.0,70,69,0.014285714285714235,True,287.6314492911896
ORNL_043,ORNL,vst_ORNL_2016,2016,tower,800.0,71,71,0.0,True,298.4243349042211
ORNL_043,ORNL,vst_ORNL_2017,2017,tower,800.0,64,64,0.0,True,307.35806936681087
ORNL_043,ORNL,vst_ORNL_2018,2018,tower,800.0,62,62,0.0,True,317.1806546316687
ORNL_043,ORNL,vst_ORNL_2019,2019,tower,800.0,60,60,0.0,True,317.7537202781972
ORNL_043,ORNL,vst_ORNL_2020,2020,tower,800.0,57,57,0.0,True,325.8129875996874
ORNL_043,ORNL,vst_ORNL_2021,2021,tower,800.0,55,55,0.0,True,340.09858429795725
ORNL_043,ORNL,vst_ORNL_2022,2022,tower,800.0,53,53,0.0,True,337.06869295893307
ORNL_043,ORNL,vst_ORNL_2023,2023,tower,800.0,51,51,0.0,True,347.8530434849913
ORNL_043,ORNL,vst_ORNL_2024,2024,tower,800.0,53,53,0.0,True,350.9866279151182
ORNL_043,ORNL,vst_ORNL_2025,2025,tower,800.0,52,52,0.0,True,339.57593226416594
ORNL_044,ORNL,vst_ORNL_2017,2017,distributed,400.0,1,1,0.0,True,0.005156404345407282
ORNL_045,ORNL,vst_ORNL_2016,2016,tower,800.0,90,90,0.0,True,251.9780872217771
ORNL_045,ORNL,vst_ORNL_2017,2017,tower,800.0,90,90,0.0,True,254.23259404799134
ORNL_045,ORNL,vst_ORNL_2018,2018,tower,800.0,88,88,0.0,True,257.21572165504807
ORNL_045,ORNL,vst_ORNL_2019,2019,tower,800.0,84,84,0.0,True,250.519186476888
ORNL_045,ORNL,vst_ORNL_2020,2020,tower,800.0,85,85,0.0,True,254.62865601507082
ORNL_045,ORNL,vst_ORNL_2023,2023,tower,800.0,80,80,0.0,True,267.2845949392899
ORNL_046,ORNL,vst_ORNL_2015,2015,tower,800.0,64,60,0.0625,True,227.5515811246969
ORNL_046,ORNL,vst_ORNL_2016,2016,tower,800.0,69,69,0.0,True,286.5473843025708
ORNL_046,ORNL,vst_ORNL_2017,2017,tower,800.0,64,64,0.0,True,274.3846782346861
ORNL_046,ORNL,vst_ORNL_2018,2018,tower,800.0,61,61,0.0,True,272.63628670563025
ORNL_046,ORNL,vst_ORNL_2019,2019,tower,800.0,60,60,0.0,True,280.81875824831076
ORNL_046,ORNL,vst_ORNL_2020,2020,tower,800.0,59,59,0.0,True,284.75722731741314
ORNL_046,ORNL,vst_ORNL_2021,2021,tower,800.0,61,61,0.0,True,290.1253733916481
ORNL_046,ORNL,vst_ORNL_2022,2022,tower,800.0,63,63,0.0,True,297.1212618927246
ORNL_046,ORNL,vst_ORNL_2023,2023,tower,800.0,65,65,0.0,True,306.4048576317637
ORNL_046,ORNL,vst_ORNL_2024,2024,tower,800.0,70,70,0.0,True,307.8153717215287
ORNL_046,ORNL,vst_ORNL_2025,2025,tower,800.0,74,74,0.0,True,297.96538801589446
ORNL_049,ORNL,vst_ORNL_2015,2015,tower,800.0,123,120,0.024390243902439046,True,157.63222884013274
ORNL_049,ORNL,vst_ORNL_2016,2016,tower,800.0,123,123,0.0,True,159.02387734403052
ORNL_049,ORNL,vst_ORNL_2017,2017,tower,800.0,120,120,0.0,True,150.06041098553032
ORNL_049,ORNL,vst_ORNL_2021,2021,tower,800.0,107,107,0.0,True,153.0838360790174
ORNL_049,ORNL,vst_ORNL_2022,2022,tower,800.0,108,108,0.0,True,167.82296868839552
ORNL_049,ORNL,vst_ORNL_2023,2023,tower,400.0,107,107,0.0,True,350.3119353783481
ORNL_049,ORNL,vst_ORNL_2024,2024,tower,800.0,110,110,0.0,True,180.663642317595
ORNL_049,ORNL,vst_ORNL_2025,2025,tower,800.0,104,104,0.0,True,182.89881815908214
ORNL_050,ORNL,vst_ORNL_2016,2016,tower,800.0,65,65,0.0,True,217.4625948966161
ORNL_050,ORNL,vst_ORNL_2017,2017,tower,800.0,61,61,0.0,True,236.4623095640142
ORNL_050,ORNL,vst_ORNL_2023,2023,tower,800.0,53,52,0.018867924528301883,True,234.01197751836688
ORNL_051,ORNL,vst_ORNL_2016,2016,tower,800.0,27,27,0.0,True,234.0165596111628
ORNL_051,ORNL,vst_ORNL_2017,2017,tower,800.0,25,25,0.0,True,239.0956427871317
ORNL_051,ORNL,vst_ORNL_2023,2023,tower,800.0,29,29,0.0,True,267.2482769349854
ORNL_052,ORNL,vst_ORNL_2015,2015,tower,800.0,88,86,0.022727272727272707,True,132.6592723250341
ORNL_052,ORNL,vst_ORNL_2016,2016,tower,800.0,89,89,0.0,True,149.9265046096158
ORNL_052,ORNL,vst_ORNL_2017,2017,tower,800.0,91,91,0.0,True,116.5379085655106
ORNL_052,ORNL,vst_ORNL_2023,2023,tower,800.0,105,105,0.0,True,131.44653433486826
ORNL_053,ORNL,vst_ORNL_2015,2015,tower,800.0,73,73,0.0,True,331.9131144003621
ORNL_053,ORNL,vst_ORNL_2016,2016,tower,800.0,77,77,0.0,True,332.7890574963616
ORNL_053,ORNL,vst_ORNL_2017,2017,tower,800.0,76,76,0.0,True,346.8005189344837
ORNL_053,ORNL,vst_ORNL_2021,2021,tower,800.0,72,72,0.0,True,371.8151276151081
ORNL_053,ORNL,vst_ORNL_2022,2022,tower,800.0,74,74,0.0,True,373.53176007214637
ORNL_053,ORNL,vst_ORNL_2023,2023,tower,800.0,74,74,0.0,True,381.9892483691443
ORNL_053,ORNL,vst_ORNL_2024,2024,tower,800.0,69,69,0.0,True,390.00187145084897
ORNL_053,ORNL,vst_ORNL_2025,2025,tower,800.0,68,68,0.0,True,385.2791911771792
ORNL_054,ORNL,vst_ORNL_2016,2016,tower,800.0,97,97,0.0,True,316.66025988018635
ORNL_054,ORNL,vst_ORNL_2017,2017,tower,800.0,101,101,0.0,True,328.2293210655803
ORNL_054,ORNL,vst_ORNL_2023,2023,tower,800.0,81,81,0.0,True,299.9034647614403
ORNL_055,ORNL,vst_ORNL_2015,2015,tower,800.0,66,65,0.015151515151515138,True,192.80989487996885
ORNL_055,ORNL,vst_ORNL_2016,2016,tower,800.0,59,59,0.0,True,192.6574673377764
ORNL_055,ORNL,vst_ORNL_2017,2017,tower,800.0,57,57,0.0,True,195.4177298906453
ORNL_055,ORNL,vst_ORNL_2023,2023,tower,800.0,53,53,0.0,True,211.30273267723507
ORNL_056,ORNL,vst_ORNL_2016,2016,tower,800.0,69,69,0.0,True,200.26444100256055
ORNL_056,ORNL,vst_ORNL_2017,2017,tower,800.0,68,68,0.0,True,204.31305454740394
ORNL_056,ORNL,vst_ORNL_2023,2023,tower,800.0,71,71,0.0,True,218.43156889159943
ORNL_057,ORNL,vst_ORNL_2016,2016,tower,800.0,78,78,0.0,True,296.61110155783535
ORNL_057,ORNL,vst_ORNL_2017,2017,tower,800.0,73,73,0.0,True,289.55835555091915
ORNL_057,ORNL,vst_ORNL_2021,2021,tower,800.0,76,76,0.0,True,335.23069252274985
ORNL_057,ORNL,vst_ORNL_2022,2022,tower,800.0,78,78,0.0,True,347.6762857369461
ORNL_057,ORNL,vst_ORNL_2023,2023,tower,800.0,79,79,0.0,True,348.4971541386118
ORNL_057,ORNL,vst_ORNL_2024,2024,tower,800.0,85,85,0.0,True,357.3558045338201
ORNL_057,ORNL,vst_ORNL_2025,2025,tower,800.0,92,92,0.0,True,365.5696358991787
ORNL_058,ORNL,vst_ORNL_2015,2015,tower,800.0,66,64,0.030303030303030276,True,222.5354191466559
ORNL_058,ORNL,vst_ORNL_2016,2016,tower,800.0,66,64,0.030303030303030276,True,212.95381035446445
ORNL_058,ORNL,vst_ORNL_2017,2017,tower,800.0,67,65,0.02985074626865669,True,217.29491234254633
ORNL_058,ORNL,vst_ORNL_2023,2023,tower,800.0,58,58,0.0,True,243.74176501903582
ORNL_059,ORNL,vst_ORNL_2015,2015,tower,800.0,67,67,0.0,True,219.62251563976145
ORNL_059,ORNL,vst_ORNL_2016,2016,tower,800.0,72,72,0.0,True,223.2302598569821
ORNL_059,ORNL,vst_ORNL_2017,2017,tower,800.0,70,70,0.0,True,219.99299903973596
ORNL_059,ORNL,vst_ORNL_2023,2023,tower,800.0,59,59,0.0,True,258.0816704669648
ORNL_060,ORNL,vst_ORNL_2015,2015,tower,800.0,54,54,0.0,True,357.46429536012033
ORNL_060,ORNL,vst_ORNL_2016,2016,tower,800.0,52,52,0.0,True,240.9374240910892
ORNL_060,ORNL,vst_ORNL_2017,2017,tower,800.0,49,49,0.0,True,266.4926261425326
ORNL_060,ORNL,vst_ORNL_2023,2023,tower,800.0,110,110,0.0,True,290.4197317402791
ORNL_061,ORNL,vst_ORNL_2016,2016,tower,800.0,97,97,0.0,True,190.70512027971657
ORNL_061,ORNL,vst_ORNL_2017,2017,tower,800.0,98,98,0.0,True,197.12732622154965
ORNL_061,ORNL,vst_ORNL_2023,2023,tower,800.0,86,86,0.0,True,224.211047412429
ORNL_062,ORNL,vst_ORNL_2015,2015,tower,800.0,93,93,0.0,True,269.06333609017327
ORNL_062,ORNL,vst_ORNL_2016,2016,tower,800.0,100,100,0.0,True,261.8335789920145
ORNL_062,ORNL,vst_ORNL_2017,2017,tower,800.0,99,99,0.0,True,251.3409448122573
ORNL_062,ORNL,vst_ORNL_2023,2023,tower,800.0,95,95,0.0,True,243.38033392980907
ORNL_063,ORNL,vst_ORNL_2015,2015,tower,800.0,62,60,0.032258064516129004,True,241.56535423449193
ORNL_063,ORNL,vst_ORNL_2016,2016,tower,800.0,67,67,0.0,True,242.54934979507152
ORNL_063,ORNL,vst_ORNL_2017,2017,tower,800.0,68,68,0.0,True,189.11825991191662
ORNL_063,ORNL,vst_ORNL_2023,2023,tower,800.0,86,86,0.0,True,195.474985520553
OSBS_001,OSBS,vst_OSBS_2020,2020,distributed,400.0,10,8,0.19999999999999996,False,119.76617884152425
OSBS_002,OSBS,vst_OSBS_2015,2015,distributed,400.0,18,18,0.0,True,86.5881644817252
OSBS_002,OSBS,vst_OSBS_2016,2016,distributed,400.0,17,17,0.0,True,86.50420414608814
OSBS_002,OSBS,vst_OSBS_2020,2020,distributed,400.0,20,20,0.0,True,79.53566766288611
OSBS_003,OSBS,vst_OSBS_2014,2014,distributed,400.0,27,16,0.40740740740740744,False,92.19825060648573
OSBS_003,OSBS,vst_OSBS_2015,2015,distributed,400.0,28,28,0.0,True,170.14801706894013
OSBS_003,OSBS,vst_OSBS_2016,2016,distributed,400.0,41,41,0.0,True,172.51859192867002
OSBS_003,OSBS,vst_OSBS_2020,2020,distributed,400.0,52,52,0.0,True,173.9505168450232
OSBS_004,OSBS,vst_OSBS_2015,2015,distributed,400.0,65,65,0.0,True,108.50148872868441
OSBS_004,OSBS,vst_OSBS_2016,2016,distributed,400.0,30,30,0.0,True,60.861791628366866
OSBS_004,OSBS,vst_OSBS_2020,2020,distributed,400.0,27,27,0.0,True,55.555658695838126
OSBS_005,OSBS,vst_OSBS_2014,2014,distributed,400.0,20,17,0.15000000000000002,False,38.63289538518778
OSBS_005,OSBS,vst_OSBS_2015,2015,distributed,400.0,28,17,0.3928571428571429,False,28.46064484201643
OSBS_005,OSBS,vst_OSBS_2016,2016,distributed,400.0,24,17,0.29166666666666663,False,38.13295561464431
OSBS_006,OSBS,vst_OSBS_2016,2016,distributed,400.0,10,10,0.0,True,117.57512609905103
OSBS_006,OSBS,vst_OSBS_2020,2020,distributed,400.0,10,10,0.0,True,118.38242790842712
OSBS_007,OSBS,vst_OSBS_2015,2015,distributed,400.0,64,64,0.0,True,178.70355509369253
OSBS_007,OSBS,vst_OSBS_2016,2016,distributed,400.0,28,28,0.0,True,91.80114011062442
OSBS_007,OSBS,vst_OSBS_2020,2020,distributed,400.0,23,23,0.0,True,69.61626431681451
OSBS_008,OSBS,vst_OSBS_2015,2015,distributed,400.0,21,21,0.0,True,60.99891357530179
OSBS_008,OSBS,vst_OSBS_2016,2016,distributed,400.0,22,22,0.0,True,56.387664829498725
OSBS_008,OSBS,vst_OSBS_2020,2020,distributed,400.0,21,21,0.0,True,51.470124031314036
OSBS_009,OSBS,vst_OSBS_2014,2014,distributed,400.0,32,23,0.28125,False,241.83131559713487
OSBS_009,OSBS,vst_OSBS_2016,2016,distributed,400.0,32,31,0.03125,True,149.53134403511524
OSBS_010,OSBS,vst_OSBS_2014,2014,distributed,400.0,31,29,0.06451612903225812,True,98.16975447593991
OSBS_010,OSBS,vst_OSBS_2016,2016,distributed,400.0,43,42,0.023255813953488413,True,141.83773268946572
OSBS_011,OSBS,vst_OSBS_2016,2016,distributed,400.0,53,52,0.018867924528301883,True,96.21459674305356
OSBS_013,OSBS,vst_OSBS_2016,2016,distributed,400.0,29,29,0.0,True,55.954772622799396
OSBS_015,OSBS,vst_OSBS_2014,2014,distributed,400.0,17,13,0.23529411764705888,False,6.819268404294947
OSBS_015,OSBS,vst_OSBS_2016,2016,distributed,400.0,38,24,0.368421052631579,False,8.20919015004649
OSBS_016,OSBS,vst_OSBS_2016,2016,distributed,400.0,21,20,0.04761904761904767,True,131.3122983912248
OSBS_022,OSBS,vst_OSBS_2016,2016,distributed,400.0,2,2,0.0,True,4.562437690173712
OSBS_023,OSBS,vst_OSBS_2015,2015,distributed,400.0,9,8,0.11111111111111116,False,11.324792458268607
OSBS_023,OSBS,vst_OSBS_2016,2016,distributed,400.0,10,10,0.0,True,18.438816014305004
OSBS_025,OSBS,vst_OSBS_2015,2015,tower,800.0,20,20,0.0,True,19.077350274035542
OSBS_025,OSBS,vst_OSBS_2016,2016,tower,800.0,17,17,0.0,True,17.858995162770608
OSBS_025,OSBS,vst_OSBS_2017,2017,tower,800.0,17,17,0.0,True,17.01943934817549
OSBS_025,OSBS,vst_OSBS_2018,2018,tower,800.0,14,14,0.0,True,13.896406201662495
OSBS_025,OSBS,vst_OSBS_2019,2019,tower,800.0,14,14,0.0,True,14.507202943052436
OSBS_025,OSBS,vst_OSBS_2023,2023,tower,800.0,12,12,0.0,True,14.037665305731192
OSBS_026,OSBS,vst_OSBS_2015,2015,tower,800.0,37,37,0.0,True,66.82693762754943
OSBS_026,OSBS,vst_OSBS_2016,2016,tower,800.0,36,36,0.0,True,62.42596452622134
OSBS_026,OSBS,vst_OSBS_2017,2017,tower,800.0,35,35,0.0,True,59.15243092385255
OSBS_026,OSBS,vst_OSBS_2018,2018,tower,800.0,36,36,0.0,True,59.51255439302302
OSBS_026,OSBS,vst_OSBS_2019,2019,tower,800.0,32,32,0.0,True,62.08791396867422
OSBS_026,OSBS,vst_OSBS_2020,2020,tower,800.0,31,31,0.0,True,63.09698189472562
OSBS_026,OSBS,vst_OSBS_2021,2021,tower,800.0,30,30,0.0,True,58.533669949355414
OSBS_026,OSBS,vst_OSBS_2022,2022,tower,800.0,30,30,0.0,True,62.65717720615669
OSBS_026,OSBS,vst_OSBS_2023,2023,tower,800.0,22,22,0.0,True,57.623012082705635
OSBS_026,OSBS,vst_OSBS_2024,2024,tower,800.0,23,23,0.0,True,55.32235961142111
OSBS_027,OSBS,vst_OSBS_2015,2015,tower,800.0,48,48,0.0,True,52.457911106449394
OSBS_027,OSBS,vst_OSBS_2016,2016,tower,800.0,32,32,0.0,True,43.25397680028182
OSBS_027,OSBS,vst_OSBS_2017,2017,tower,800.0,36,36,0.0,True,47.75019104676145
OSBS_027,OSBS,vst_OSBS_2018,2018,tower,800.0,40,40,0.0,True,49.471177971459575
OSBS_027,OSBS,vst_OSBS_2019,2019,tower,800.0,40,40,0.0,True,51.13143884330212
OSBS_027,OSBS,vst_OSBS_2020,2020,tower,800.0,38,38,0.0,True,49.53792057661055
OSBS_027,OSBS,vst_OSBS_2021,2021,tower,800.0,37,37,0.0,True,46.427824939126964
OSBS_027,OSBS,vst_OSBS_2022,2022,tower,800.0,39,39,0.0,True,48.51594042268136
OSBS_027,OSBS,vst_OSBS_2023,2023,tower,800.0,26,26,0.0,True,47.716724114123345
OSBS_027,OSBS,vst_OSBS_2024,2024,tower,800.0,30,30,0.0,True,52.57598986832068
OSBS_028,OSBS,vst_OSBS_2015,2015,tower,800.0,13,13,0.0,True,19.833711466561848
OSBS_028,OSBS,vst_OSBS_2016,2016,tower,800.0,18,18,0.0,True,24.12131234057787
OSBS_028,OSBS,vst_OSBS_2017,2017,tower,800.0,17,17,0.0,True,17.230558813184242
OSBS_028,OSBS,vst_OSBS_2018,2018,tower,800.0,19,19,0.0,True,21.336266364781018
OSBS_028,OSBS,vst_OSBS_2019,2019,tower,800.0,20,20,0.0,True,18.700616719862445
OSBS_028,OSBS,vst_OSBS_2020,2020,tower,800.0,21,21,0.0,True,19.177100448403657
OSBS_028,OSBS,vst_OSBS_2021,2021,tower,800.0,19,19,0.0,True,17.12174518534401
OSBS_028,OSBS,vst_OSBS_2022,2022,tower,800.0,20,20,0.0,True,19.43192756948164
OSBS_028,OSBS,vst_OSBS_2023,2023,tower,400.0,17,17,0.0,True,38.60222075746767
