plotID,siteID,eventID,year,plotType,totalSampledAreaTrees,n_tree_stems,n_mapped,frac_stems_unmapped,coverage_ok,agb_mg_ha
ABBY_001,ABBY,vst_ABBY_2016,2016,distributed,400.0,22,22,0.0,True,440.3783488935308
ABBY_001,ABBY,vst_ABBY_2019,2019,distributed,400.0,20,20,0.0,True,452.95340852080636
ABBY_001,ABBY,vst_ABBY_2024,2024,distributed,400.0,18,18,0.0,True,349.98900115897305
ABBY_002,ABBY,vst_ABBY_2016,2016,distributed,400.0,6,6,0.0,True,0.0618572545590949
ABBY_002,ABBY,vst_ABBY_2019,2019,distributed,400.0,12,12,0.0,True,1.8206548975948529
ABBY_002,ABBY,vst_ABBY_2024,2024,distributed,400.0,25,25,0.0,True,13.603010998423862
ABBY_003,ABBY,vst_ABBY_2016,2016,distributed,400.0,32,32,0.0,True,21.00830668173877
ABBY_003,ABBY,vst_ABBY_2024,2024,distributed,400.0,21,21,0.0,True,97.70039353183863
ABBY_004,ABBY,vst_ABBY_2016,2016,distributed,400.0,5,5,0.0,True,0.032171012501564025
ABBY_004,ABBY,vst_ABBY_2019,2019,distributed,400.0,27,27,0.0,True,1.9915502981223077
ABBY_004,ABBY,vst_ABBY_2024,2024,distributed,400.0,31,31,0.0,True,19.101280404152316
ABBY_005,ABBY,vst_ABBY_2016,2016,distributed,400.0,7,7,0.0,True,0.066673765942121
ABBY_005,ABBY,vst_ABBY_2019,2019,distributed,400.0,84,84,0.0,True,3.598928943876945
ABBY_006,ABBY,vst_ABBY_2016,2016,distributed,400.0,39,39,0.0,True,639.3117819556929
ABBY_006,ABBY,vst_ABBY_2019,2019,distributed,400.0,34,34,0.0,True,593.4514267706234
ABBY_006,ABBY,vst_ABBY_2024,2024,distributed,400.0,36,36,0.0,True,728.0774560577437
ABBY_007,ABBY,vst_ABBY_2016,2016,distributed,400.0,11,11,0.0,True,328.28803806525
ABBY_007,ABBY,vst_ABBY_2019,2019,distributed,400.0,2,2,0.0,True,0.01254286399530687
ABBY_007,ABBY,vst_ABBY_2024,2024,distributed,400.0,22,22,0.0,True,0.6326144201053585
ABBY_008,ABBY,vst_ABBY_2016,2016,distributed,400.0,17,17,0.0,True,583.476381882099
ABBY_008,ABBY,vst_ABBY_2019,2019,distributed,400.0,16,16,0.0,True,470.01743907240524
ABBY_008,ABBY,vst_ABBY_2024,2024,distributed,400.0,17,17,0.0,True,724.6572036501161
ABBY_009,ABBY,vst_ABBY_2016,2016,distributed,400.0,20,20,0.0,True,0.10160142446151522
ABBY_009,ABBY,vst_ABBY_2019,2019,distributed,400.0,87,87,0.0,True,6.39400672474645
ABBY_009,ABBY,vst_ABBY_2024,2024,distributed,400.0,98,98,0.0,True,48.101413624284596
ABBY_010,ABBY,vst_ABBY_2016,2016,distributed,400.0,18,18,0.0,True,379.35317240811094
ABBY_010,ABBY,vst_ABBY_2019,2019,distributed,400.0,17,17,0.0,True,370.5048166838481
ABBY_010,ABBY,vst_ABBY_2024,2024,distributed,400.0,18,18,0.0,True,437.5836287928329
ABBY_011,ABBY,vst_ABBY_2016,2016,distributed,400.0,1,1,0.0,True,0.15001077631354212
ABBY_011,ABBY,vst_ABBY_2019,2019,distributed,400.0,14,14,0.0,True,0.3467766576264854
ABBY_011,ABBY,vst_ABBY_2024,2024,distributed,400.0,17,17,0.0,True,3.246423785329162
ABBY_012,ABBY,vst_ABBY_2016,2016,distributed,400.0,12,12,0.0,True,0.09784218373943292
ABBY_012,ABBY,vst_ABBY_2019,2019,distributed,400.0,20,20,0.0,True,2.1635996685685948
ABBY_013,ABBY,vst_ABBY_2016,2016,distributed,400.0,3,3,0.0,True,0.016543572683111733
ABBY_013,ABBY,vst_ABBY_2019,2019,distributed,400.0,34,34,0.0,True,1.2412187218136546
ABBY_013,ABBY,vst_ABBY_2024,2024,distributed,400.0,32,32,0.0,True,18.36758114365958
ABBY_014,ABBY,vst_ABBY_2016,2016,distributed,400.0,23,22,0.04347826086956519,True,478.1514986992291
ABBY_014,ABBY,vst_ABBY_2019,2019,distributed,400.0,30,30,0.0,True,524.4200823263211
ABBY_014,ABBY,vst_ABBY_2024,2024,distributed,400.0,37,37,0.0,True,552.6556379764788
ABBY_016,ABBY,vst_ABBY_2016,2016,distributed,400.0,30,30,0.0,True,561.3906079044093
ABBY_016,ABBY,vst_ABBY_2019,2019,distributed,400.0,31,31,0.0,True,626.7542282401131
ABBY_016,ABBY,vst_ABBY_2024,2024,distributed,400.0,35,35,0.0,True,704.8593667497684
ABBY_017,ABBY,vst_ABBY_2016,2016,distributed,400.0,20,20,0.0,True,11.451912348110653
ABBY_017,ABBY,vst_ABBY_2019,2019,distributed,400.0,20,20,0.0,True,32.71369342676507
ABBY_017,ABBY,vst_ABBY_2024,2024,distributed,400.0,30,30,0.0,True,79.90800405253448
ABBY_018,ABBY,vst_ABBY_2019,2019,distributed,400.0,19,19,0.0,True,1.083301810464902
ABBY_019,ABBY,vst_ABBY_2016,2016,distributed,400.0,43,43,0.0,True,6.978245215127318
ABBY_019,ABBY,vst_ABBY_2019,2019,distributed,400.0,44,44,0.0,True,34.406567874775575
ABBY_023,ABBY,vst_ABBY_2016,2016,distributed,400.0,82,82,0.0,True,36.32096058566041
ABBY_023,ABBY,vst_ABBY_2019,2019,distributed,400.0,95,95,0.0,True,72.39473066699053
ABBY_023,ABBY,vst_ABBY_2024,2024,distributed,400.0,96,96,0.0,True,133.53505992139074
ABBY_025,ABBY,vst_ABBY_2016,2016,distributed,400.0,55,55,0.0,True,292.5210328683126
ABBY_025,ABBY,vst_ABBY_2019,2019,distributed,400.0,52,52,0.0,True,274.86636770722976
ABBY_025,ABBY,vst_ABBY_2024,2024,distributed,400.0,23,23,0.0,True,300.1684058476905
ABBY_061,ABBY,vst_ABBY_2015,2015,tower,800.0,32,32,0.0,True,3.285872601049985
ABBY_061,ABBY,vst_ABBY_2016,2016,tower,800.0,53,53,0.0,True,11.73413501004637
ABBY_061,ABBY,vst_ABBY_2017,2017,tower,800.0,62,62,0.0,True,17.85225204510693
ABBY_061,ABBY,vst_ABBY_2018,2018,tower,800.0,62,62,0.0,True,26.705230129673872
ABBY_061,ABBY,vst_ABBY_2019,2019,tower,800.0,75,75,0.0,True,42.83369046776359
ABBY_061,ABBY,vst_ABBY_2020,2020,tower,800.0,82,82,0.0,True,54.76320006856845
ABBY_061,ABBY,vst_ABBY_2021,2021,tower,800.0,81,81,0.0,True,63.21923898933377
ABBY_061,ABBY,vst_ABBY_2022,2022,tower,800.0,81,81,0.0,True,75.9900244286105
ABBY_061,ABBY,vst_ABBY_2023,2023,tower,800.0,86,86,0.0,True,85.07042386824644
ABBY_061,ABBY,vst_ABBY_2024,2024,tower,800.0,87,87,0.0,True,98.08595901981431
ABBY_061,ABBY,vst_ABBY_2025,2025,tower,800.0,83,83,0.0,True,107.87040613097791
ABBY_062,ABBY,vst_ABBY_2015,2015,tower,800.0,21,21,0.0,True,1.2687878189874575
ABBY_062,ABBY,vst_ABBY_2016,2016,tower,800.0,62,62,0.0,True,5.089925333328184
ABBY_062,ABBY,vst_ABBY_2017,2017,tower,800.0,64,64,0.0,True,9.17048816873773
ABBY_062,ABBY,vst_ABBY_2018,2018,tower,800.0,68,68,0.0,True,17.49759097003792
ABBY_062,ABBY,vst_ABBY_2019,2019,tower,800.0,91,91,0.0,True,30.784841018058827
ABBY_062,ABBY,vst_ABBY_2020,2020,tower,800.0,81,81,0.0,True,36.276088336783864
ABBY_062,ABBY,vst_ABBY_2021,2021,tower,800.0,90,90,0.0,True,48.36939181386446
ABBY_062,ABBY,vst_ABBY_2022,2022,tower,800.0,87,87,0.0,True,55.23001710472727
ABBY_062,ABBY,vst_ABBY_2023,2023,tower,800.0,92,92,0.0,True,61.176842508810694
ABBY_062,ABBY,vst_ABBY_2024,2024,tower,800.0,92,92,0.0,True,71.83791041888674
ABBY_062,ABBY,vst_ABBY_2025,2025,tower,800.0,83,83,0.0,True,80.53540137016445
ABBY_063,ABBY,vst_ABBY_2015,2015,tower,800.0,36,35,0.02777777777777779,True,2.7492698936147075
ABBY_063,ABBY,vst_ABBY_2016,2016,tower,800.0,53,53,0.0,True,6.921121745509331
ABBY_063,ABBY,vst_ABBY_2017,2017,tower,800.0,57,56,0.01754385964912286,True,8.83437829925157
ABBY_063,ABBY,vst_ABBY_2018,2018,tower,800.0,60,60,0.0,True,14.09707415083761
ABBY_063,ABBY,vst_ABBY_2020,2020,tower,800.0,59,59,0.0,True,24.26715500213974
ABBY_063,ABBY,vst_ABBY_2021,2021,tower,800.0,60,60,0.0,True,28.260596313304664
ABBY_063,ABBY,vst_ABBY_2022,2022,tower,800.0,64,64,0.0,True,33.873322837840256
ABBY_063,ABBY,vst_ABBY_2023,2023,tower,800.0,65,65,0.0,True,42.86296402111857
ABBY_063,ABBY,vst_ABBY_2024,2024,tower,800.0,70,70,0.0,True,50.12261767014796
ABBY_063,ABBY,vst_ABBY_2025,2025,tower,800.0,76,76,0.0,True,58.13547769374016
ABBY_064,ABBY,vst_ABBY_2015,2015,tower,800.0,11,11,0.0,True,0.29681786880652444
ABBY_064,ABBY,vst_ABBY_2016,2016,tower,800.0,43,43,0.0,True,25.882144365208863
ABBY_064,ABBY,vst_ABBY_2017,2017,tower,800.0,40,40,0.0,True,26.29982033609794
ABBY_064,ABBY,vst_ABBY_2018,2018,tower,800.0,35,35,0.0,True,28.18049633871044
ABBY_064,ABBY,vst_ABBY_2019,2019,tower,800.0,56,56,0.0,True,33.454931631519194
ABBY_064,ABBY,vst_ABBY_2021,2021,tower,800.0,39,39,0.0,True,42.65838658664187
ABBY_065,ABBY,vst_ABBY_2015,2015,tower,800.0,9,8,0.11111111111111116,False,66.22237281698287
ABBY_065,ABBY,vst_ABBY_2016,2016,tower,800.0,82,82,0.0,True,69.36017672829121
ABBY_065,ABBY,vst_ABBY_2017,2017,tower,800.0,18,18,0.0,True,67.65779136623716
ABBY_065,ABBY,vst_ABBY_2018,2018,tower,800.0,23,23,0.0,True,44.12131890814131
ABBY_065,ABBY,vst_ABBY_2021,2021,tower,800.0,44,44,0.0,True,89.7398264209249
ABBY_066,ABBY,vst_ABBY_2015,2015,tower,800.0,21,21,0.0,True,20.221671387158445
ABBY_067,ABBY,vst_ABBY_2015,2015,tower,800.0,13,13,0.0,True,31.096978678929954
ABBY_067,ABBY,vst_ABBY_2016,2016,tower,800.0,26,26,0.0,True,34.784739131822796
ABBY_067,ABBY,vst_ABBY_2017,2017,tower,800.0,37,37,0.0,True,38.52656543711269
ABBY_067,ABBY,vst_ABBY_2018,2018,tower,800.0,45,45,0.0,True,47.3738523100796
ABBY_067,ABBY,vst_ABBY_2021,2021,tower,800.0,88,88,0.0,True,84.06384543290149
ABBY_068,ABBY,vst_ABBY_2015,2015,tower,800.0,20,20,0.0,True,141.292514342718
ABBY_068,ABBY,vst_ABBY_2016,2016,tower,800.0,24,24,0.0,True,149.82332811884393
ABBY_068,ABBY,vst_ABBY_2017,2017,tower,800.0,29,29,0.0,True,153.35637688088428
ABBY_068,ABBY,vst_ABBY_2018,2018,tower,800.0,37,37,0.0,True,93.11063560948763
ABBY_068,ABBY,vst_ABBY_2021,2021,tower,800.0,69,69,0.0,True,197.6454270402623
ABBY_069,ABBY,vst_ABBY_2015,2015,tower,800.0,24,24,0.0,True,2.024637262640896
ABBY_069,ABBY,vst_ABBY_2016,2016,tower,800.0,65,65,0.0,True,3.9296003174774063
ABBY_069,ABBY,vst_ABBY_2017,2017,tower,800.0,61,61,0.0,True,10.355839017568856
ABBY_069,ABBY,vst_ABBY_2018,2018,tower,800.0,35,35,0.0,True,12.913667420754493
ABBY_069,ABBY,vst_ABBY_2021,2021,tower,800.0,58,58,0.0,True,34.773079723510634
ABBY_070,ABBY,vst_ABBY_2015,2015,tower,800.0,28,28,0.0,True,3.104575373060618
ABBY_070,ABBY,vst_ABBY_2016,2016,tower,800.0,26,26,0.0,True,2.8818490528111567
ABBY_070,ABBY,vst_ABBY_2017,2017,tower,800.0,57,57,0.0,True,17.107690436910357
ABBY_070,ABBY,vst_ABBY_2018,2018,tower,800.0,62,62,0.0,True,27.63995698564111
ABBY_070,ABBY,vst_ABBY_2020,2020,tower,800.0,87,87,0.0,True,51.10583562463133
ABBY_070,ABBY,vst_ABBY_2021,2021,tower,800.0,66,66,0.0,True,61.34217249468175
ABBY_070,ABBY,vst_ABBY_2022,2022,tower,800.0,65,65,0.0,True,74.7359390282011
ABBY_070,ABBY,vst_ABBY_2023,2023,tower,800.0,68,68,0.0,True,89.44571529379621
ABBY_070,ABBY,vst_ABBY_2024,2024,tower,800.0,69,69,0.0,True,102.02487662147452
ABBY_070,ABBY,vst_ABBY_2025,2025,tower,800.0,70,70,0.0,True,115.66759991312416
ABBY_073,ABBY,vst_ABBY_2016,2016,tower,800.0,21,20,0.04761904761904767,True,123.69070725861653
ABBY_073,ABBY,vst_ABBY_2017,2017,tower,800.0,27,27,0.0,True,126.280452349051
ABBY_073,ABBY,vst_ABBY_2018,2018,tower,800.0,26,26,0.0,True,135.03750013140066
ABBY_073,ABBY,vst_ABBY_2019,2019,tower,800.0,37,37,0.0,True,146.66889320885207
ABBY_073,ABBY,vst_ABBY_2020,2020,tower,800.0,40,40,0.0,True,157.80444541397432
ABBY_073,ABBY,vst_ABBY_2021,2021,tower,800.0,52,52,0.0,True,165.43820819409203
ABBY_073,ABBY,vst_ABBY_2022,2022,tower,800.0,58,58,0.0,True,177.54281207274516
ABBY_073,ABBY,vst_ABBY_2023,2023,tower,800.0,60,60,0.0,True,188.44406752400312
ABBY_073,ABBY,vst_ABBY_2024,2024,tower,800.0,65,65,0.0,True,202.88662060477725
ABBY_073,ABBY,vst_ABBY_2025,2025,tower,800.0,66,66,0.0,True,222.3046740077072
ABBY_074,ABBY,vst_ABBY_2016,2016,tower,800.0,75,75,0.0,True,86.33625601969538
ABBY_074,ABBY,vst_ABBY_2017,2017,tower,800.0,82,82,0.0,True,89.84187785551812
ABBY_074,ABBY,vst_ABBY_2018,2018,tower,800.0,23,23,0.0,True,87.40324878409284
ABBY_074,ABBY,vst_ABBY_2021,2021,tower,400.0,70,70,0.0,True,252.56951149563793
ABBY_075,ABBY,vst_ABBY_2016,2016,tower,800.0,20,20,0.0,True,80.49629541636746
ABBY_075,ABBY,vst_ABBY_2017,2017,tower,800.0,30,30,0.0,True,85.68296511411715
ABBY_075,ABBY,vst_ABBY_2018,2018,tower,800.0,25,25,0.0,True,89.43719453667252
ABBY_075,ABBY,vst_ABBY_2021,2021,tower,400.0,63,63,0.0,True,237.4402072633002
ABBY_076,ABBY,vst_ABBY_2016,2016,tower,800.0,46,46,0.0,True,2.5697112118797603
ABBY_076,ABBY,vst_ABBY_2017,2017,tower,800.0,55,55,0.0,True,4.504800730971238
ABBY_076,ABBY,vst_ABBY_2018,2018,tower,800.0,14,14,0.0,True,1.614758712607958
ABBY_076,ABBY,vst_ABBY_2021,2021,tower,800.0,48,48,0.0,True,24.082721394525702
ABBY_077,ABBY,vst_ABBY_2024,2024,distributed,400.0,71,71,0.0,True,55.563418263865636
BART_001,BART,vst_BART_2016,2016,distributed,400.0,51,51,0.0,True,193.283883694813
BART_001,BART,vst_BART_2021,2021,distributed,400.0,46,46,0.0,True,238.87815030510225
BART_002,BART,vst_BART_2016,2016,distributed,400.0,56,56,0.0,True,237.75941253636424
BART_002,BART,vst_BART_2021,2021,distributed,400.0,34,34,0.0,True,254.71161951405577
BART_003,BART,vst_BART_2016,2016,distributed,400.0,55,55,0.0,True,100.94833003902315
BART_003,BART,vst_BART_2021,2021,distributed,400.0,49,49,0.0,True,117.13253682320585
BART_004,BART,vst_BART_2016,2016,distributed,400.0,28,28,0.0,True,141.28771447284907
BART_004,BART,vst_BART_2021,2021,distributed,400.0,27,27,0.0,True,156.58631783066446
BART_005,BART,vst_BART_2016,2016,distributed,400.0,44,44,0.0,True,215.02890823442831
BART_005,BART,vst_BART_2021,2021,distributed,400.0,44,44,0.0,True,210.29418236000322
BART_006,BART,vst_BART_2016,2016,distributed,400.0,50,50,0.0,True,129.84964897622598
BART_006,BART,vst_BART_2021,2021,distributed,400.0,48,48,0.0,True,145.51718142165322
BART_007,BART,vst_BART_2016,2016,distributed,400.0,24,24,0.0,True,278.32102147022175
BART_007,BART,vst_BART_2021,2021,distributed,400.0,24,24,0.0,True,307.5892068913934
BART_010,BART,vst_BART_2016,2016,distributed,400.0,108,108,0.0,True,120.24779862415964
BART_010,BART,vst_BART_2021,2021,distributed,400.0,99,99,0.0,True,147.33740530197974
BART_011,BART,vst_BART_2016,2016,distributed,400.0,55,55,0.0,True,304.88909535455394
BART_011,BART,vst_BART_2021,2021,distributed,400.0,49,49,0.0,True,276.8075435625011
BART_012,BART,vst_BART_2016,2016,distributed,400.0,35,35,0.0,True,241.7752878639551
BART_012,BART,vst_BART_2021,2021,distributed,400.0,31,31,0.0,True,267.00615556392887
BART_013,BART,vst_BART_2016,2016,distributed,400.0,44,44,0.0,True,324.5862293254264
BART_013,BART,vst_BART_2021,2021,distributed,400.0,43,43,0.0,True,286.26123729883915
BART_015,BART,vst_BART_2016,2016,distributed,400.0,62,62,0.0,True,295.19809389242926
BART_015,BART,vst_BART_2021,2021,distributed,400.0,60,60,0.0,True,311.931207206883
BART_016,BART,vst_BART_2016,2016,distributed,400.0,41,41,0.0,True,236.6383420644665
BART_016,BART,vst_BART_2021,2021,distributed,400.0,36,36,0.0,True,254.84698957379126
BART_018,BART,vst_BART_2016,2016,distributed,400.0,53,53,0.0,True,343.3102366753399
BART_018,BART,vst_BART_2021,2021,distributed,400.0,49,49,0.0,True,369.3770877252825
BART_019,BART,vst_BART_2021,2021,distributed,400.0,55,55,0.0,True,198.70927707376873
BART_023,BART,vst_BART_2016,2016,distributed,400.0,66,66,0.0,True,191.2294392109309
BART_023,BART,vst_BART_2021,2021,distributed,400.0,55,55,0.0,True,209.76980166395708
BART_024,BART,vst_BART_2016,2016,distributed,400.0,40,40,0.0,True,291.478873735754
BART_024,BART,vst_BART_2021,2021,distributed,400.0,39,39,0.0,True,311.7929632684579
BART_025,BART,vst_BART_2016,2016,distributed,400.0,42,42,0.0,True,211.33671519393434
BART_025,BART,vst_BART_2021,2021,distributed,400.0,44,44,0.0,True,223.11930159037522
BART_026,BART,vst_BART_2016,2016,distributed,400.0,45,45,0.0,True,253.82770347869723
BART_026,BART,vst_BART_2021,2021,distributed,400.0,47,47,0.0,True,266.48588346944854
BART_027,BART,vst_BART_2016,2016,distributed,400.0,31,31,0.0,True,289.08002650985287
BART_027,BART,vst_BART_2021,2021,distributed,400.0,29,29,0.0,True,297.2179275025892
BART_028,BART,vst_BART_2016,2016,distributed,400.0,32,32,0.0,True,135.37610686909792
BART_032,BART,vst_BART_2015,2015,tower,800.0,82,82,0.0,True,208.6966860136215
BART_032,BART,vst_BART_2016,2016,tower,800.0,82,82,0.0,True,226.35791838671716
BART_032,BART,vst_BART_2017,2017,tower,800.0,89,89,0.0,True,235.89584714214882
BART_032,BART,vst_BART_2018,2018,tower,800.0,88,88,0.0,True,218.6456286007784
BART_032,BART,vst_BART_2019,2019,tower,800.0,88,88,0.0,True,232.8658847915166
BART_032,BART,vst_BART_2024,2024,tower,800.0,85,85,0.0,True,238.14934258152863
BART_033,BART,vst_BART_2015,2015,tower,800.0,75,75,0.0,True,174.47653423820833
BART_033,BART,vst_BART_2016,2016,tower,800.0,81,81,0.0,True,178.8988544366108
BART_033,BART,vst_BART_2017,2017,tower,800.0,80,80,0.0,True,180.62453075082638
BART_033,BART,vst_BART_2018,2018,tower,800.0,67,67,0.0,True,154.42486438261787
BART_033,BART,vst_BART_2019,2019,tower,800.0,79,79,0.0,True,186.14695637736767
BART_033,BART,vst_BART_2024,2024,tower,400.0,75,75,0.0,True,401.78211549587564
BART_034,BART,vst_BART_2015,2015,tower,800.0,62,62,0.0,True,211.22441430249154
BART_034,BART,vst_BART_2016,2016,tower,800.0,79,79,0.0,True,195.29458238304142
BART_034,BART,vst_BART_2017,2017,tower,800.0,81,81,0.0,True,224.22813458607695
BART_034,BART,vst_BART_2018,2018,tower,800.0,85,85,0.0,True,257.59860875719227
BART_034,BART,vst_BART_2019,2019,tower,800.0,80,80,0.0,True,231.73023271359233
BART_034,BART,vst_BART_2024,2024,tower,800.0,63,63,0.0,True,219.34591921338787
BART_036,BART,vst_BART_2015,2015,tower,800.0,73,73,0.0,True,183.96255800985952
BART_036,BART,vst_BART_2016,2016,tower,800.0,74,74,0.0,True,140.74467604229207
BART_036,BART,vst_BART_2017,2017,tower,800.0,78,78,0.0,True,151.08387646319585
BART_036,BART,vst_BART_2018,2018,tower,800.0,75,75,0.0,True,141.05851137181807
BART_036,BART,vst_BART_2019,2019,tower,800.0,78,78,0.0,True,138.06916972480664
BART_036,BART,vst_BART_2020,2020,tower,800.0,75,75,0.0,True,138.80222597068158
BART_036,BART,vst_BART_2021,2021,tower,800.0,70,70,0.0,True,148.05371823480172
BART_036,BART,vst_BART_2022,2022,tower,800.0,76,76,0.0,True,150.6793208978268
BART_036,BART,vst_BART_2023,2023,tower,800.0,78,78,0.0,True,136.950411253539
BART_036,BART,vst_BART_2024,2024,tower,800.0,77,77,0.0,True,142.64414880664648
BART_036,BART,vst_BART_2025,2025,tower,800.0,81,81,0.0,True,143.84440695577715
BART_037,BART,vst_BART_2015,2015,tower,800.0,89,89,0.0,True,262.90969075675207
BART_037,BART,vst_BART_2016,2016,tower,800.0,85,85,0.0,True,256.2318554511994
BART_037,BART,vst_BART_2017,2017,tower,800.0,86,86,0.0,True,264.9819859263543
BART_037,BART,vst_BART_2018,2018,tower,800.0,82,82,0.0,True,256.84607579163116
BART_037,BART,vst_BART_2019,2019,tower,800.0,82,82,0.0,True,255.07511569973718
BART_037,BART,vst_BART_2024,2024,tower,400.0,81,81,0.0,True,544.0668576800673
BART_039,BART,vst_BART_2015,2015,tower,800.0,82,82,0.0,True,208.4105037437002
BART_039,BART,vst_BART_2016,2016,tower,800.0,84,84,0.0,True,187.343765785789
BART_039,BART,vst_BART_2017,2017,tower,800.0,88,88,0.0,True,177.77541394775412
BART_039,BART,vst_BART_2018,2018,tower,800.0,92,92,0.0,True,205.5906516407188
BART_039,BART,vst_BART_2019,2019,tower,800.0,87,87,0.0,True,197.93210719960027
BART_039,BART,vst_BART_2024,2024,tower,800.0,83,83,0.0,True,212.09983356096558
BART_040,BART,vst_BART_2015,2015,tower,800.0,55,55,0.0,True,231.16984910991172
BART_040,BART,vst_BART_2016,2016,tower,800.0,54,54,0.0,True,228.97516295267545
BART_040,BART,vst_BART_2017,2017,tower,800.0,54,54,0.0,True,232.2455765651406
BART_040,BART,vst_BART_2018,2018,tower,800.0,56,56,0.0,True,236.08110156625511
BART_040,BART,vst_BART_2019,2019,tower,800.0,55,55,0.0,True,230.35966522732969
BART_040,BART,vst_BART_2020,2020,tower,800.0,55,55,0.0,True,228.62440620221534
BART_040,BART,vst_BART_2021,2021,tower,800.0,55,55,0.0,True,236.52335769453646
BART_040,BART,vst_BART_2022,2022,tower,800.0,57,57,0.0,True,237.09906998868777
BART_040,BART,vst_BART_2023,2023,tower,800.0,57,57,0.0,True,240.7277495947821
BART_040,BART,vst_BART_2024,2024,tower,800.0,58,58,0.0,True,242.2709518759445
BART_040,BART,vst_BART_2025,2025,tower,800.0,63,63,0.0,True,245.49315025196222
BART_041,BART,vst_BART_2015,2015,tower,800.0,89,89,0.0,True,274.3861731752282
BART_041,BART,vst_BART_2016,2016,tower,800.0,93,93,0.0,True,266.4188864801192
BART_041,BART,vst_BART_2017,2017,tower,800.0,89,89,0.0,True,274.81610430891476
BART_041,BART,vst_BART_2018,2018,tower,800.0,84,84,0.0,True,270.0753714889444
BART_041,BART,vst_BART_2019,2019,tower,800.0,84,84,0.0,True,267.68211247157143
BART_041,BART,vst_BART_2024,2024,tower,400.0,60,60,0.0,True,553.0162404915174
BART_042,BART,vst_BART_2015,2015,tower,800.0,75,75,0.0,True,258.37289484685317
BART_042,BART,vst_BART_2016,2016,tower,800.0,77,77,0.0,True,260.00173095436344
BART_042,BART,vst_BART_2017,2017,tower,800.0,76,76,0.0,True,258.11348074880834
BART_042,BART,vst_BART_2018,2018,tower,800.0,76,76,0.0,True,266.20313733263134
BART_042,BART,vst_BART_2019,2019,tower,800.0,73,73,0.0,True,265.4149698450795
BART_042,BART,vst_BART_2020,2020,tower,800.0,73,73,0.0,True,269.2744153594877
BART_042,BART,vst_BART_2021,2021,tower,800.0,72,72,0.0,True,275.06710412518026
BART_042,BART,vst_BART_2022,2022,tower,800.0,70,70,0.0,True,277.565464925619
BART_042,BART,vst_BART_2023,2023,tower,800.0,70,70,0.0,True,279.92706397380164
BART_042,BART,vst_BART_2024,2024,tower,800.0,71,71,0.0,True,284.706405946066
BART_042,BART,vst_BART_2025,2025,tower,800.0,70,70,0.0,True,284.97218850814573
BART_044,BART,vst_BART_2015,2015,tower,800.0,102,102,0.0,True,200.93858861303903
BART_044,BART,vst_BART_2016,2016,tower,800.0,102,102,0.0,True,179.4125593550528
BART_044,BART,vst_BART_2017,2017,tower,800.0,96,96,0.0,True,179.20083113402183
BART_044,BART,vst_BART_2018,2018,tower,800.0,97,97,0.0,True,173.8350958528214
BART_044,BART,vst_BART_2019,2019,tower,800.0,98,98,0.0,True,192.03120145191482
BART_044,BART,vst_BART_2024,2024,tower,800.0,87,87,0.0,True,186.2007661816054
BART_046,BART,vst_BART_2015,2015,tower,800.0,105,105,0.0,True,262.41751971378255
BART_046,BART,vst_BART_2016,2016,tower,800.0,106,106,0.0,True,251.43974415284055
BART_046,BART,vst_BART_2017,2017,tower,800.0,106,106,0.0,True,256.1994977070537
BART_046,BART,vst_BART_2018,2018,tower,800.0,107,107,0.0,True,260.9806884366727
BART_046,BART,vst_BART_2019,2019,tower,800.0,110,110,0.0,True,259.68706955803196
BART_046,BART,vst_BART_2024,2024,tower,800.0,71,71,0.0,True,273.1774319152579
BART_047,BART,vst_BART_2015,2015,tower,800.0,145,144,0.006896551724137945,True,258.35069982781505
BART_047,BART,vst_BART_2016,2016,tower,800.0,138,138,0.0,True,139.70927486698272
BART_047,BART,vst_BART_2017,2017,tower,800.0,144,144,0.0,True,185.9017559868152
BART_047,BART,vst_BART_2018,2018,tower,800.0,145,145,0.0,True,196.698409812385
BART_047,BART,vst_BART_2019,2019,tower,800.0,139,139,0.0,True,151.1587355990488
BART_047,BART,vst_BART_2024,2024,tower,800.0,97,97,0.0,True,155.53263739334383
BART_050,BART,vst_BART_2015,2015,tower,800.0,97,97,0.0,True,281.29663643647575
BART_050,BART,vst_BART_2016,2016,tower,800.0,89,89,0.0,True,278.67014942796527
BART_050,BART,vst_BART_2017,2017,tower,800.0,94,94,0.0,True,292.0898328809131
BART_050,BART,vst_BART_2018,2018,tower,800.0,95,95,0.0,True,286.60874294890215
BART_050,BART,vst_BART_2019,2019,tower,800.0,91,91,0.0,True,280.46767910057685
BART_050,BART,vst_BART_2024,2024,tower,800.0,90,90,0.0,True,295.641098876957
BART_051,BART,vst_BART_2015,2015,tower,800.0,67,66,0.014925373134328401,True,305.9390486384025
BART_051,BART,vst_BART_2016,2016,tower,800.0,65,65,0.0,True,200.87805017556846
BART_051,BART,vst_BART_2017,2017,tower,800.0,77,77,0.0,True,281.3250220408191
BART_051,BART,vst_BART_2018,2018,tower,800.0,78,78,0.0,True,305.7284590392734
BART_051,BART,vst_BART_2019,2019,tower,800.0,74,74,0.0,True,252.6183632318118
BART_070,BART,vst_BART_2015,2015,tower,800.0,99,99,0.0,True,304.0864481081925
BART_070,BART,vst_BART_2016,2016,tower,800.0,98,98,0.0,True,306.7256222574945
BART_070,BART,vst_BART_2017,2017,tower,800.0,103,103,0.0,True,307.2144042577936
